0.05,5
1.132101,5.043212
2.178404,5.172848
3.188909,5.388909
4.163616,5.691393
5.102524,6.080302
6.005635,6.555635
6.872948,7.117392
7.704462,7.765574
8.500178,8.500178
8.570889,8.570889
9.366606,9.305494
10.198121,9.953676
11.065434,10.515433
11.968544,10.990766
12.907453,11.379675
13.88216,11.682159
14.892664,11.89822
15.938969,12.027856
17.021069,12.071068
17.121067,12.071068
18.203167,12.027856
19.249472,11.898219
20.259975,11.682159
21.234684,11.379675
22.173592,10.990766
23.076702,10.515433
23.944016,9.953676
24.775532,9.305494
25.571247,8.570889
25.641956,8.500178
26.376562,7.704462
27.024742,6.872948
27.5865,6.005635
28.061834,5.102524
28.450743,4.163615
28.753227,3.188909
28.969288,2.178404
29.098923,1.132101
29.142136,0.05
29.142136,-0.05
29.098923,-1.132101
28.969288,-2.178404
28.753227,-3.188909
28.450743,-4.163616
28.061832,-5.102524
27.5865,-6.005635
27.024742,-6.872948
26.376562,-7.704462
25.641956,-8.500178
25.571247,-8.570889
24.775532,-9.305494
23.944016,-9.953676
23.076702,-10.515433
22.173592,-10.990766
21.234684,-11.379675
20.259975,-11.682159
19.249472,-11.89822
18.203167,-12.027856
17.121067,-12.071068
17.021069,-12.071068
15.938969,-12.027856
14.892664,-11.898219
13.882159,-11.682159
12.907453,-11.379675
11.968544,-10.990766
11.065433,-10.515433
10.19812,-9.953676
9.366606,-9.305494
8.570889,-8.570889
8.500178,-8.500178
7.704462,-7.765574
6.872948,-7.117392
6.005635,-6.555635
5.102524,-6.080302
4.163615,-5.691393
3.188909,-5.388909
2.178404,-5.172848
1.132101,-5.043212
0.05,-5
-0.05,-5
-1.132101,-5.043212
-2.178404,-5.172848
-3.188909,-5.388909
-4.163616,-5.691393
-5.102524,-6.080302
-6.005635,-6.555635
-6.872948,-7.117392
-7.704462,-7.765574
-8.500178,-8.500178
-8.570889,-8.570889
-9.366605,-9.305494
-10.198119,-9.953676
-11.06543,-10.515433
-11.968537,-10.990766
-12.907442,-11.379675
-13.882145,-11.682159
-14.892644,-11.89822
-15.938941,-12.027856
-17.021034,-12.071068
-17.121033,-12.071068
-18.203127,-12.027856
-19.249426,-11.898219
-20.259926,-11.682159
-21.234631,-11.379675
-22.17354,-10.990766
-23.076653,-10.515433
-23.94397,-9.953676
-24.775488,-9.305494
-25.571211,-8.570889
-25.641924,-8.500178
-26.376535,-7.704462
-27.024723,-6.872948
-27.586485,-6.005635
-28.061823,-5.102524
-28.450737,-4.163615
-28.753223,-3.188909
-28.969286,-2.178404
-29.098923,-1.132101
-29.142136,-0.05
-29.142136,0.05
-29.098923,1.132101
-28.969288,2.178404
-28.753227,3.188909
-28.450743,4.163616
-28.061832,5.102524
-27.5865,6.005635
-27.024742,6.872948
-26.376562,7.704462
-25.641956,8.500178
-25.571247,8.570889
-24.775532,9.305494
-23.944016,9.953676
-23.076702,10.515433
-22.173592,10.990766
-21.234684,11.379675
-20.259975,11.682159
-19.249472,11.89822
-18.203167,12.027856
-17.121067,12.071068
-17.021069,12.071068
-15.938969,12.027856
-14.892664,11.898219
-13.882159,11.682159
-12.907453,11.379675
-11.968544,10.990766
-11.065433,10.515433
-10.19812,9.953676
-9.366606,9.305494
-8.570889,8.570889
-8.500178,8.500178
-7.704462,7.765574
-6.872948,7.117392
-6.005635,6.555635
-5.102524,6.080302
-4.163615,5.691393
-3.188909,5.388909
-2.178404,5.172848
-1.132101,5.043212
-0.05,5
